title,assigned_label,potential_labels
"Daily COVID-19 update for region, Alberta",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Health ministry, ICMR, AIIMS to set up a national clinical registry to study COVID-19 epidemic",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Global HVAC Air Filter Market 2020 with COVID-19 Outlook | Camfil, MANN+HUMMEL, Honeywell, Filtration Group",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Expert group deliberates on strategy to ensure COVID vaccine availability, delivery mechanism",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Quebec's COVID-19 cases three times higher than reported: Héma-Québec study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Previous vaccines and masks may hold down Covid-19, some researchers say",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Scientists identify potential drug candidate against Covid-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Alyssa Milano shows off hair loss, visits ER as she pushes back against COVID-19 critics: 'Why would I f*****g lie about having a virus?”",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"More than 700 COVID-19 workplace safety claims made at Windsor-Essex, Chatham-Kent farms",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Government reveals details of COVID-19 positive family's Rotorua visit,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH', 'WORLD_NATION']"
Palace disagrees with claims community quarantine is ineffective vs COVID-19,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Global Container Security and Tracking Market (2020 – 2026) Coronavirus/COVID-19 | Pandemic Analysis & Future Growth Analysis by Major Key Players | Kirsen Global Security, Starcom Systems, ORBCOMM, IBM, Cubic",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Study evaluates how travel bans help reduce the spread of COVID-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Researchers find clues to SARS-CoV-2 infection and explore why COVID-19 impacts patients differently,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
COVID-19 and haematological malignancy: navigating a narrow strait,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
France plans masks at work as daily Covid-19 cases surpass 3000,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Strict Mask Rules? Empty Middle Seats? We Compare Airlines' COVID-19 Policies,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Automotive Artificial Intelligence Software Market 2020, Research Report Covers Impact of Covid-19, Share, Size, Revenue and Global Industry Growth Forecast to 2026; Alphabet Inc. (US), Microsoft Corporation (US), IBM Corporation (US), and Intel Corporation (US)",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Facebook removes Trump post falsely claiming children are 'almost immune' to Covid-19,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Florida State receiver claims FSU negligence in coronavirus protocols,SPORTS,"['SCIENCE_TECH', 'WORLD_NATION']"
"73 Variants Of COVID Strain Identified In Odisha By Researchers, May Help In Treating Patients",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
How far does COVID-19 spread through air?,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
The Detail: Coping with going backwards into Covid-19 lockdown,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Common cold may prime the immune system against coronavirus for COVID-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Air traffic will not return to pre-COVID-19 levels until 2024: IATA - The Jakarta Post,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Study hints, can't prove, survivor plasma fights COVID-19",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Over 30 countries' daily COVID-19 cases surpass 1,000: WHO | English.news.cn",WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
"France, Spain’s COVID-19 Case Surge Sparks Fear of Second Wave in Europe",WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
"New Covid-19 cases are declining in Arizona, once a hot spot. Here's how the state is turning things around",WORLD,"['HEALTH_NATION', 'WORLD_NATION']"
Waikato police officer in self-isolation after traffic stop involving positive Covid-19 case,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
McDonald's teams up with Mayo Clinic to maintain COVID-19 safety awareness among employees and customers,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
China retail sales fall fuels concern for global recovery from Covid-19,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Group kick against the exclusion of HIV-infected people from COVID-19 vaccine trial,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
NUC says 32 universities involved in research to tackle impacts of COVID-19,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Coiled Tubing Market Research Report by Service Type, by Application - Global Forecast to 2025 - Cumulative Impact of COVID-19",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Study Identifies Longer-Term Symptoms In COVID-19 Patients,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Alyssa Milano shows staggering COVID-19 hair loss in Instagram video,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Existing drug used to treat alcoholism is potentially effective against COVID-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Smoking e-cigarettes? Study Shows you are seven times more likely to get COVID-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Chinese COVID-19 vaccine shows promising trial results: study - Chinadaily.com.cn,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"14 Days Not Always Enough to Detect COVID-19, Study Suggests",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
TB vaccination linked with significantly improved COVID-19 outcomes: Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
One per cent of Ontario's population had recovered from COVID-19 by June 30: study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Pasteurising Human Milk Inactivates the Virus that Causes Covid-19: Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Face masks and previous vaccines may hold down Covid-19, some researchers say",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Portland Trail Blazers’ Jusuf Nurkic Loses Grandmother to Covid-19,SPORTS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Explainer: What we know about possible COVID-19 transmission from freight and packages,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Study reveals why Covid-19 virus impacts patients differently,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Ceramic Matrix Composites Market Research Report by Type, by Fiber Type, by End User - Global Forecast to 2025 - Cumulative Impact of COVID-19",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Study: Climate 'tipping points' may harm environmental policymaking,SCIENCE,"['SCIENCE_TECH', 'WORLD_NATION']"
6 states band together to secure rapid COVID testing | TheHill,NATION,"['HEALTH_NATION', 'WORLD_NATION']"
How Retail Customer Loyalty Fared Pre- And Post-Covid Shutdowns? Not Well,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
The pandemic is taking a toll on Americans' mental health. A new CDC study shows who we need to worry about most.,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"COVID-19 higher in poor, disadvantaged kids: Study",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
South Hill teenager youngest in state to die of COVID-19,HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
U.S. Coronavirus Cases Top 5 Million As Americans Wait For Federal Rescue,WORLD,"['SCIENCE_TECH', 'WORLD_NATION']"
Corona situation to remain serious until invention of vaccine: Experts,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Coronavirus vaccine: Moderna’s mRNA vaccine and Oxford’s adenovirus vaccine, explained",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Interleukin-6 inhibitors improve outcomes for COVID-19 patients in study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Nevada sees lowest COVID-19 case gain since July 7, but deaths climb",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Hockey captain Manpreet Singh, 3 other players test positive for Covid-19",SPORTS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Kate Garraway says doctors claimed the 'contraceptive pill could help to protect MEN from COVID-19',NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Kane, DuPage counties warn of increase in COVID-19, caution they could reinstate restrictions",HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
Embryos could be vulnerable to covid-19 in second week of pregnancy: Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"People under 40 make up more than half of state's active COVID-19 cases, one-quarter in 20s",HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
Covid infected man visited Mt Ruapehū skifield | Otago Daily Times Online News,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
Study shows how African health services are handling disruptions caused by COVID-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"SOFTWARE ASSET MANAGEMENT MANAGED SERVICE MARKET (COVID – 19 UPDATED) TO WITNESS CONSIDERABLE UPSURGE DURING 2025 | ANGLEPOINT, BYTES TECHNOLOGY GROUP, CERTERO, B-LAY, TMG, IT ASSET MANAGEMENT SOLUTIONS",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Trump floats executive order on Covid relief aid despite doubts over legality – as it happened,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Karnataka Covid-19 wrap: Yediyurappa, Siddaramaiah ‘clinically stable’; recovery rate crosses 50% benchmark in State",NATION,"['HEALTH_NATION', 'SCIENCE_TECH', 'WORLD_NATION']"
Covid 19 coronavirus: Kiwis overseas unhappy about 'unfair' managed isolation charges,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Ceramic Packaging Market Research Report by Material, by End User - Global Forecast to 2025 - Cumulative Impact of COVID-19",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
"As COVID-19 cases passes 5M mark in America, Europe stunned at failure of US to contain virus",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Jumia reports N17.1 billion loss in Q2 as COVID-19 fail to boost revenue,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Sen. Ron Johnson defends Trump COVID aid executive orders, claims Dems 'were just gonna play politics'",WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Claims patients sent to Pretoria West retirement home to die of Covid-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Singapore will get first claim to any successful Covid-19 vaccine by US-based Arcturus,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Another Aberdeen pub on Covid-19 list claim they were not contacted by NHS Test and Protect,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
How Pelicans failure in the bubble affects Golden State Warriors,SPORTS,"['SCIENCE_TECH', 'WORLD_NATION']"
"Vaping teens, young adults 5-7 times as likely to get COVID-19: study",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Cape Town restaurateurs slam state for stalling court battle against booze ban,NATION,"['SCIENCE_TECH', 'WORLD_NATION']"
WHO raises fears there may never be a 'silver bullet' to beat COVID-19 – Sky News,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Britain encourages at-risk groups to sign up for COVID-19 vaccine trials,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Mayor de Blasio airs government takeover of Con Edison in wake of power outages,BUSINESS,"['SCIENCE_TECH', 'WORLD_NATION']"
States scramble to recruit thousands of poll workers amid pandemic shortage,NATION,"['HEALTH_NATION', 'WORLD_NATION']"
Malaysia jails Indian national linked to fresh Covid-19 outbreak,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Previous vaccines and masks may hold down COVID-19, some researchers say",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"State attorneys general: Use federal law to lower cost, increase supply of COVID-19 drug remdesivir",BUSINESS,"['HEALTH_NATION', 'WORLD_NATION']"
Israel claims 'excellent vaccine in hand'; set to start human trials,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Chinese Inactivated Vaccine Elicited Robust Antibody Responses, Study -",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Trump praises Arizona as 'model' for pandemic as cases, deaths remain high",NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
Govt to take wait and see approach on using Covid-19 vaccine,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Covid-19 Coronavirus: Spark, 2degrees wipe data caps again",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Impact Of Covid-19 on Petroleum Refinery Service Market 2020 Industry Challenges, Business Overview and Forecast Research Study 2026",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Low infection rates show children's 'limited role' in pandemic - study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Thousands of undetected cases during the initial stage of Covid-19 in China, US: Study",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Russia's race for virus vaccine raises concerns in the West,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Tim Hortons sales fall by one-third as RBI feels pain of pandemic - Business News,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Research Report on Biopolymer Films Market Size & Share 2020 Outlook by Top Players and COVID-19 Analysis to 2026,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Covid-19: One more death and 174 further cases confirmed in State,HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
"'Misperceptions' influencing intentions on coronavirus vaccine, research suggests",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
NIAID Testing Remdesivir Plus MS Drug for COVID-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Saints creating a mini-bubble for training camp amid COVID-19 pandemic,SPORTS,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Actress Alyssa Milano says she's still losing hair, four months after Covid-19 diagnosis",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Global recovery could be faster if COVID vaccine made available to all - WHO chief,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Women underpaid state pensions claim back £100k – but there is still £100m up for grabs,BUSINESS,"['SCIENCE_TECH', 'WORLD_NATION']"
"Global Automotive Brake Discs Market Future Growth Prospect with COVID-19 Pandemic Impact Till 2026 | : Brembo, Aisin Seiki, Kiriu, Bocsh, ZF TRW, Continental, AC delco, TEXTAR, Winhere",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Infectious Disease Diagnostics Industry Worth $26 Billion by FY2027 - Impact of COVID-19, Supply Chain Analysis, Market Shares of Major Players - ResearchAndMarkets.com",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Patients with neuromuscular disease at high risk of severe COVID-19: Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
FTSE 100 adds to gains; Moderna secures US$1.5bn vaccine order from US government,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH', 'WORLD_NATION']"
COVID-19 spike in pay rise delays and dismissal claims,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Non-sustained research on emerging infectious diseases endangers pandemic responses,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Global Traditional Wound Management Market Analysis and Forecast Model 2015-2030 (COVID-19 Impact Estimates) - ResearchAndMarkets.com,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Pasteurisation inactivates Covid-19 virus in human milk, reveals study",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"ANC to review how families do business with state, corruption tainted Ace Magashule says",NATION,"['SCIENCE_TECH', 'WORLD_NATION']"
"Feelings of Jealousy Can Strengthen Friendships During COVID-19 Pandemic, Finds Study",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Cloud E-mail Security Market | Covid-19 Impact | Future of investment opportunities, market share & trends to 2025 | Leading Players: Cisco Systems, Intel, Raytheon, etc.",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
First Mediterranean Cruise Sets Sail After COVID-19 Tests,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Intensive farming heightens pandemic risk: Study - The Jakarta Post,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Spain again faces worst COVID-19 infection rate in Western Europe | Daily Sabah,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Young people twice as likely to refuse a coronavirus vaccine, study shows",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Global AV over IP Protocol Market 2020 Latest Covid-19 Outbreak For Future Development By 2025: Audinate, Cirrus Logic, Digigram, Embrionix, Haivision, Crestron etc.",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
CONVERSATION: What it’ll take to detect COVID airborne particles,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Cairns COVID-19: Poo testing begins in Queensland sewage surveillance program,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
AYUSH minister Shripad Naik tests positive for Covid-19,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
Salmonella outbreak linked to onions expands to 43 states,BUSINESS,"['HEALTH_NATION', 'WORLD_NATION']"
The New Global Study Looking Into Effects Of Covid-19 On The Brain,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Coronavirus Live Updates: Moderna vaccine candidate protects mice from Covid-19, reveals study",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Atrimed Pharmaceuticals Plant Science receives breakthrough in molecule research for COVID-19 cure by ICMR approved regional centre for biotechnology,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
NCOC decides to speed up public awareness campaign regarding COVID-19,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
Antibody drugs could be key tools against Covid-19. But will they matter?,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Covid-19: BMC starts second phase of sero-survey in Mumbai,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
"21-year-old Florida man recovers from mild COVID-19, then his organs began to fail",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Victoria hotel quarantine inquiry: Covid training for security gave 'misleading' advice,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
New study confirms fears that obesity dramatically increases Covid-19 risk,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Alpacas could help in fight against COVID-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Covid 19 coronavirus: US tops 5 million confirmed virus cases, Europe raises alarm",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Manitoba reports 30 new COVID-19 cases, second-highest daily total since pandemic began",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Coronavirus India LIVE Updates: Daily increase of 50,000 cases for a week; Lakshadweep only region free of pandemic",WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Army chaplain dismissed for sleeping with lady seeks reinstatement,NATION,"['SCIENCE_TECH', 'WORLD_NATION']"
UK COVID-19 daily death count could be scrapped - Telegraph,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"INNOVATION MANAGEMENT MARKET WITH COVID-19 IMPACT ANALYSIS BY GLOBAL BUSINESS OPPORTUNITY, DEVELOPMENT, GROWTH FACTORS, APPLICATIONS ANALYSIS AND FUTURE PROSPECTS 2027 – NJ MMA News",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Aviation Crew Management System Market Statistics and Research Analysis Released in Latest Industry Report 2020 | COVID19 Impact Analysis With Top Manufacturers Analysis: ACCELaero, AIMS International, AVIOLINCOMMERCIAL AVIATION CREW MANAGEMENT SYSTEMS, IBS Software Services, PDC Aviatio, etc. | InForGrowth",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
IPL sponsorship: BCCI looks to raise Rs 300cr in middle of raging pandemic,SPORTS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Russian government open to offering vaccines to PH,WORLD,"['HEALTH_NATION', 'WORLD_NATION']"
Trump again claims Covid-19 will 'go away' as Fauci warns of long road ahead,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Boron Trifluoride and Complexes Market (Impact Of Covid-19) Present Applications, Key Players, Drivers, Key Segments And Company Profile Forecast 2025 | BASF, Arkema, Praxair Technology",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
"'Misperceptions' influencing intentions on coronavirus vaccine, research suggests",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
“Better Than Paige VanZant?” – Junior Dos Santos Makes a Hilarious Statement,SPORTS,"['SCIENCE_TECH', 'WORLD_NATION']"
"Izabela Podgorski, Ph.D., researcher at Karmanos Cancer Institute receives RO1 grant to continue research on metastatic prostate cancer",HEALTH,"['SCIENCE_TECH', 'WORLD_NATION']"
Covid 19 coronavirus: Health Minister says there's 'no evidence' for Deputy Prime Minister's border breach claims,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
"US enters new phase of COVID-19 pandemic, infections keep surging | Daily Sabah",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
California becomes 1st US state with over 600k Covid-19 cases,HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
Did COVID-19 and the deteriorating equation with the Wadias lead to Vinay Dube's exit from GoAir?,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Study: existing tuberculosis vaccine is safe, stimulates the immune system, and may also be effective against COVID-19",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Seidl explains Spanish GP planning amid COVID-19 concerns,SPORTS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Solomon Lew decries government 'inaction' as retail shutdown announced,BUSINESS,"['SCIENCE_TECH', 'WORLD_NATION']"
"Global DHA from Algae Market By Covid-19 Impact Analysis, Size, Regional Growth, Major Key Players, Technology And Industry Trends Till 2024",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
The pandemic has minted 5 new rubber gloves billionaires in Malaysia alone,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Donald Trump to campaign in 4 states — including in Joe Biden's hometown — during week of Democratic National Convention,NATION,"['SCIENCE_TECH', 'WORLD_NATION']"
"Global Flu Vaccine (Influenza Vaccine) Market Analysis Drivers, Restraints and Trends Included Companies CSL, GSK, Sanofi Pasteur, Mylan, AstraZeneca",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Thailand Q2 GDP contracts 12.2% amid COVID-induced recession,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
UK COVID-19 daily death count could be scrapped for being exaggerated: Telegraph,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Roundup: High-level China-Africa meeting calls for deepening cooperation against COVID-19 pandemic | English.news.cn,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Qatar Airways: No COVID-19 test? No flying! Read more Skip,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Moderna Posts Q2 Beat, Closes In On Coronavirus Vaccine Deal With Swiss Government",BUSINESS,"['HEALTH_NATION', 'WORLD_NATION']"
"Global COVID-19 cases surpass 20 million, WHO warns against despair",WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Welcome To IANS Live - INTERNATIONAL - Pasteurising human milk inactivates Covid-19 virus: Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Hydroxychloroquine is not a possible defense against COVID-19, study shows",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Swiss federal government inks deal with Moderna for 4.5 million doses of Covid-19 vaccine,HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
Tributes paid to woman (32) who died of Covid-19 in Co Antrim,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Covid 19 coronavirus: Blues v Crusaders match remains in doubt due to Covid-19 Auckland lockdown,SPORTS,"['HEALTH_NATION', 'SCIENCE_TECH']"
India Covid-19 numbers explained: Even smaller states have significantly large spread of Covid-19,NATION,"['HEALTH_NATION', 'SCIENCE_TECH', 'WORLD_NATION']"
Coronavirus – Zambia: COVID-19 Daily Status Update (14th August 2020),WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Coronavirus: UK records highest daily number of COVID-19 cases for nearly two months,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Federal minister in charge of student volunteer grant program can't say how much of $30 million paid to WE has been reimbursed,NATION,"['SCIENCE_TECH', 'WORLD_NATION']"
"Roundup: COVID-19 cases in Saudi Arabia near 300,000; Record of daily infections in Iraq renewed | English.news.cn",WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Coronavirus: Ontario researchers study 'doors' in human cells affected by COVID-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Coronavirus - Africa: ECA Report Urges African Countries to Harmonize Trade and Transport Regulations in the Fight against COVID-19,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Vietnam health ministry to buy Russian COVID-19 vaccine -state media,BUSINESS,"['HEALTH_NATION', 'WORLD_NATION']"
Lebanon registers record number of daily COVID-19 cases,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Safety concerns raised over Russian COVID vaccine as PH considers clinical trials | Evening,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
"'Misperceptions' influencing intentions on coronavirus vaccine, research suggests",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
WATCH: 'Charmed' actress shows hair loss 'caused by COVID-19',HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Alyssa Milano says she's losing her hair after battling Covid-19 for months,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
State health officials say latest COVID-19 trends headed in the right direction,HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
Most parents nervous to take their kids for vaccinations due to COVID-19: Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
BC Ferries will be eligible for federal bail-out funds,BUSINESS,"['SCIENCE_TECH', 'WORLD_NATION']"
Covid 19 coronavirus: New Zealanders' trust in Government's pandemic management falls,NATION,"['HEALTH_NATION', 'WORLD_NATION']"
Russia Aims To Produce ‘Millions’ Of Vaccine Doses By 2021,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Supreme Court Allows Rhode Island To Make Voting By Mail Easier Amid Pandemic,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
Pandemic-Induced Medical Shortages Strain Global Fight Against Other Highly Infectious Diseases,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Impact Of Covid 19 On Account Reconciliation Software Market 2020 Industry Challenges Business Overview And Forecast Research Study 2026,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Britain lines up more potential COVID-19 vaccine supplies with J&J, Novavax deals",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Chasing a COVID-free workplace: New mobile test aims to identify sick employees on the job,TECHNOLOGY,"['HEALTH_NATION', 'SCIENCE_TECH']"
Harvard researchers want more 'crappy' tests for COVID-19 - The Jakarta Post,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Federal Reserve Reveals Research Plans For Digital Dollar,BUSINESS,"['SCIENCE_TECH', 'WORLD_NATION']"
Clinic visits not tied to high risk of getting Covid-19: Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Tánaiste Leo Varadkar says 'outbreak team' working with meat factory and speaks of regret over 'issue of blaming people',NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
"White House confident in Trump's COVID-19 order, challenges await",WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Kensington Home for the Aged now Covid-19 free after battle to contain spread,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
