,entropy,articles,risk
obxtoday.com,0.0,1,HIGH
investorplace.com,0.0,1,HIGH
itbrief.com.au,0.0,5,HIGH
issafrica.org,0.0,1,HIGH
irvinetimes.com,0.0,2,HIGH
irishrugby.ie,0.0,1,HIGH
ustimesnow.com,0.0,4,HIGH
usaherald.com,0.0,1,HIGH
us99.radio.com,0.0,1,HIGH
urologytimes.com,0.0,2,HIGH
urbanislandz.com,0.0,7,HIGH
upworthy.com,0.0,1,HIGH
uppermichiganssource.com,0.0,1,HIGH
intothecalderon.com,0.0,1,HIGH
inthehammer.com,0.0,1,HIGH
interviewerpr.com,0.0,1,HIGH
internetshots.com,0.0,45,HIGH
sherbrookerecord.com,0.0,2,HIGH
sheppnews.com.au,0.0,13,HIGH
shepherdstownchronicle.com,0.0,1,HIGH
sixnationsrugby.com,0.0,1,HIGH
sixerswire.usatoday.com,0.0,1,HIGH
sircharlesincharge.com,0.0,2,HIGH
singularityhub.com,0.0,1,HIGH
simplywall.st,0.0,5,HIGH
silverscreenandroll.com,0.0,6,HIGH
ipsnews.net,0.0,1,HIGH
ipolitics.ca,0.0,1,HIGH
iotbusinessnews.com,0.0,1,HIGH
invisionmag.com,0.0,1,HIGH
invezz.com,0.0,2,HIGH
investorsobserver.com,0.0,1,HIGH
investorsking.com,0.0,2,HIGH
itnonline.com,0.0,5,HIGH
itnewsafrica.com,0.0,5,HIGH
itechpost.com,0.0,2,HIGH
itbusinessnet.com,0.0,1,HIGH
jdsupra.com,0.0,1,HIGH
jconline.com,0.0,1,HIGH
jaysjournal.com,0.0,2,HIGH
janes.com,0.0,1,HIGH
jamestown.org,0.0,4,HIGH
irishhealth.com,0.0,1,HIGH
irishcatholic.com,0.0,1,HIGH
jacketscannon.com,0.0,1,HIGH
jacarandafm.com,0.0,2,HIGH
itworldcanada.com,0.0,4,HIGH
sheridanmedia.com,0.0,1,HIGH
sherdog.com,0.0,4,HIGH
journalofaccountancy.com,0.0,1,HIGH
journalnow.com,0.0,1,HIGH
journalgazette.net,0.0,1,HIGH
journalducameroun.com,0.0,2,HIGH
journal-news.com,0.0,1,HIGH
joe.co.uk,0.0,1,HIGH
joblo.com,0.0,14,HIGH
jns.org,0.0,1,HIGH
uinterview.com,0.0,1,HIGH
uefa.com,0.0,33,HIGH
udiscovermusic.com,0.0,23,HIGH
udaipurkiran.com,0.0,1,HIGH
silverbelt.com,0.0,1,HIGH
thegeekiary.com,0.0,1,HIGH
thegazette.com,0.0,1,HIGH
itproportal.com,0.0,8,HIGH
universityaffairs.ca,0.0,1,HIGH
universalhub.com,0.0,1,HIGH
unitedinfocus.com,0.0,26,HIGH
uniondemocrat.com,0.0,1,HIGH
unian.info,0.0,6,HIGH
unhcr.org,0.0,1,HIGH
jewishvoicesnj.org,0.0,1,HIGH
jewishstandard.timesofisrael.com,0.0,1,HIGH
jewishnews.timesofisrael.com,0.0,1,HIGH
jewishlifenews.com,0.0,16,HIGH
jewishchronicle.timesofisrael.com,0.0,3,HIGH
justnje.com,0.0,1,HIGH
justjaredjr.com,0.0,1,HIGH
just-drinks.com,0.0,1,HIGH
jacobinmag.com,0.0,1,HIGH
ny1.com,0.0,1,HIGH
jta.org,0.0,2,HIGH
jpl.nasa.gov,0.0,4,HIGH
journaltimes.com,0.0,1,HIGH
journals.rcni.com,0.0,1,HIGH
journals.lww.com,0.0,6,HIGH
kashmirreader.com,0.0,3,HIGH
kashmirobserver.net,0.0,4,HIGH
kashmir.today,0.0,2,HIGH
sheepcentral.com,0.0,1,HIGH
sheboyganpress.com,0.0,2,HIGH
sharesmagazine.co.uk,0.0,2,HIGH
shacknews.com,0.0,10,HIGH
sggpnews.org.vn,0.0,1,HIGH
sg.channelasia.tech,0.0,7,HIGH
unreservedmedia.com,0.0,1,HIGH
justpushstart.com,0.0,1,HIGH
northwalespioneer.co.uk,0.0,2,HIGH
nwahomepage.com,0.0,2,HIGH
nutraingredients.com,0.0,1,HIGH
nutraingredients-usa.com,0.0,1,HIGH
numberfire.com,0.0,1,HIGH
nucksmisconduct.com,0.0,1,HIGH
nsf.gov,0.0,1,HIGH
nrtoday.com,0.0,1,HIGH
nrdc.org,0.0,1,HIGH
nzdoctor.co.nz,0.0,13,HIGH
nz.yahoo.com,0.0,21,HIGH
nysmusic.com,0.0,1,HIGH
nylon.com,0.0,1,HIGH
nycaribnews.com,0.0,1,HIGH
keepingitheel.com,0.0,2,HIGH
kearneyhub.com,0.0,1,HIGH
twinsdaily.com,0.0,1,HIGH
sicklecellanemianews.com,0.0,2,HIGH
siberiantimes.com,0.0,1,HIGH
shots.net,0.0,1,HIGH
shorttermrentalz.com,0.0,1,HIGH
shop-eat-surf.com,0.0,2,HIGH
kark.com,0.0,1,HIGH
kamsacktimes.com,0.0,2,HIGH
kamloopsthisweek.com,0.0,3,HIGH
kalw.org,0.0,1,HIGH
kallanishenergy.com,0.0,1,HIGH
kalingatv.com,0.0,2,HIGH
kaizerchiefs.com,0.0,4,HIGH
juvefc.com,0.0,15,HIGH
kdramastars.com,0.0,1,HIGH
kdhnews.com,0.0,1,HIGH
kgun9.com,0.0,1,HIGH
kgmi.com,0.0,1,HIGH
kget.com,0.0,7,HIGH
kcrg.com,0.0,1,HIGH
kcchronicle.com,0.0,1,HIGH
kcbd.com,0.0,1,HIGH
kbtx.com,0.0,3,HIGH
kbia.org,0.0,2,HIGH
kawowo.com,0.0,21,HIGH
katherinetimes.com.au,0.0,3,HIGH
kens5.com,0.0,1,HIGH
kelownanow.com,0.0,1,HIGH
keighleynews.co.uk,0.0,1,HIGH
keepthefaith.co.uk,0.0,1,HIGH
seychellesnewsagency.com,0.0,1,HIGH
seventeen.com,0.0,5,HIGH
sescoops.com,0.0,7,HIGH
serpentsofmadonnina.com,0.0,1,HIGH
senatus.net,0.0,1,HIGH
sen.com.au,0.0,22,HIGH
twinkietown.com,0.0,2,HIGH
twinfinite.net,0.0,18,HIGH
twincities.com,0.0,1,HIGH
ultimate-guitar.com,0.0,2,HIGH
ulladullatimes.com.au,0.0,1,HIGH
ukrinform.net,0.0,5,HIGH
ukiahdailyjournal.com,0.0,1,HIGH
uk.pcmag.com,0.0,4,HIGH
uk.motor1.com,0.0,3,HIGH
kdvr.com,0.0,2,HIGH
shemazing.net,0.0,1,HIGH
sheltonherald.com,0.0,2,HIGH
sheknows.com,0.0,1,HIGH
kimt.com,0.0,1,HIGH
kildare-nationalist.ie,0.0,10,HIGH
kilburntimes.co.uk,0.0,1,HIGH
kickgh.com,0.0,6,HIGH
khq.com,0.0,1,HIGH
khmertimeskh.com,0.0,1,HIGH
kgw.com,0.0,3,HIGH
kezi.com,0.0,1,HIGH
keyc.com,0.0,1,HIGH
keprtv.com,0.0,1,HIGH
sfist.com,0.0,4,HIGH
seymourtelegraph.com.au,0.0,9,HIGH
klfy.com,0.0,2,HIGH
kleagueunited.com,0.0,1,HIGH
kktv.com,0.0,2,HIGH
kjct8.com,0.0,1,HIGH
kiwaradio.com,0.0,1,HIGH
kitguru.net,0.0,57,HIGH
kingfut.com,0.0,4,HIGH
kob.com,0.0,3,HIGH
koat.com,0.0,2,HIGH
koaa.com,0.0,1,HIGH
knutsfordguardian.co.uk,0.0,1,HIGH
knoxnews.com,0.0,1,HIGH
sempreinter.com,0.0,12,HIGH
semiengineering.com,0.0,1,HIGH
semiaccurate.com,0.0,1,HIGH
shephardmedia.com,0.0,1,HIGH
norwalkreflector.com,0.0,2,HIGH
knowtechie.com,0.0,1,HIGH
knowledge.insead.edu,0.0,1,HIGH
knowablemagazine.org,0.0,1,HIGH
kmworld.com,0.0,1,HIGH
kmuw.org,0.0,2,HIGH
kmph.com,0.0,1,HIGH
kmox.radio.com,0.0,1,HIGH
kmaland.com,0.0,1,HIGH
kotaku.co.uk,0.0,23,HIGH
koreaninvestors.com,0.0,2,HIGH
koreabizwire.com,0.0,3,HIGH
koreabiomed.com,0.0,2,HIGH
klgadgetguy.com,0.0,5,HIGH
krcgtv.com,0.0,1,HIGH
krcc.org,0.0,1,HIGH
kr-asia.com,0.0,1,HIGH
turnto23.com,0.0,1,HIGH
turkish-football.com,0.0,1,HIGH
tunisiesoir.com,0.0,3,HIGH
novuslight.com,0.0,2,HIGH
novinite.com,0.0,3,HIGH
notredame.rivals.com,0.0,1,HIGH
nothinbutnets.com,0.0,1,HIGH
thesportsman.com,0.0,1,HIGH
thesportreview.com,0.0,26,HIGH
thetimesherald.com,0.0,1,HIGH
thetidenewsonline.com,0.0,1,HIGH
thetexan.news,0.0,1,HIGH
thetechportal.com,0.0,3,HIGH
tylerstarnews.com,0.0,1,HIGH
twocents.lifehacker.com,0.0,3,HIGH
kptv.com,0.0,4,HIGH
kpq.com,0.0,1,HIGH
theheraldreview.com,0.0,1,HIGH
thehealthsite.com,0.0,30,HIGH
thehealthmania.com,0.0,8,HIGH
thelancasterandmorecambecitizen.co.uk,0.0,1,HIGH
theknow.denverpost.com,0.0,1,HIGH
kootenaivalleytimes.com,0.0,1,HIGH
kolkatanews24.co.in,0.0,1,HIGH
kold.com,0.0,1,HIGH
koimoi.com,0.0,15,HIGH
kobi5.com,0.0,1,HIGH
kristv.com,0.0,1,HIGH
krebsonsecurity.com,0.0,2,HIGH
seattlemedium.com,0.0,1,HIGH
seatrade-maritime.com,0.0,3,HIGH
seatrade-cruise.com,0.0,1,HIGH
searchsecurity.techtarget.com,0.0,1,HIGH
kpic.com,0.0,1,HIGH
kpax.com,0.0,2,HIGH
ktiv.com,0.0,1,HIGH
ktep.org,0.0,1,HIGH
kson.radio.com,0.0,1,HIGH
ksn.com,0.0,1,HIGH
kshb.com,0.0,1,HIGH
ksby.com,0.0,2,HIGH
ucsf.edu,0.0,4,HIGH
uah.edu,0.0,1,HIGH
uab.edu,0.0,1,HIGH
u.today,0.0,1,HIGH
krqe.com,0.0,1,HIGH
kvnf.org,0.0,1,HIGH
kvia.com,0.0,16,HIGH
kut.org,0.0,1,HIGH
kuow.org,0.0,2,HIGH
kucb.org,0.0,1,HIGH
kuathletics.com,0.0,1,HIGH
ktvu.com,0.0,3,HIGH
ktvq.com,0.0,4,HIGH
ktul.com,0.0,1,HIGH
ktsm.com,0.0,4,HIGH
ktpress.rw,0.0,1,HIGH
thekashmirimages.com,0.0,3,HIGH
thejewishnews.com,0.0,1,HIGH
theinterns.net,0.0,1,HIGH
theintercept.com,0.0,1,HIGH
now.uiowa.edu,0.0,1,HIGH
now.tufts.edu,0.0,1,HIGH
kyma.com,0.0,1,HIGH
kxnet.com,0.0,2,HIGH
kxly.com,0.0,1,HIGH
kwwl.com,0.0,1,HIGH
kwit.org,0.0,1,HIGH
lancasteronline.com,0.0,1,HIGH
lakesuperiornews.com,0.0,1,HIGH
lakeshorepublicradio.org,0.0,1,HIGH
lakersoutsiders.com,0.0,7,HIGH
lakersnation.com,0.0,3,HIGH
lakersdaily.com,0.0,3,HIGH
lakecityreporter.com,0.0,1,HIGH
laist.com,0.0,3,HIGH
krugersdorpnews.co.za,0.0,1,HIGH
lastwordonhockey.com,0.0,2,HIGH
lastwordonfootball.com,0.0,4,HIGH
largsandmillportnews.com,0.0,2,HIGH
laramieboomerang.com,0.0,1,HIGH
recorder.ca,0.0,2,HIGH
reclaimthenet.org,0.0,1,HIGH
recentlyheard.com,0.0,1,HIGH
realitytitbit.com,0.0,1,HIGH
realityblurred.com,0.0,4,HIGH
renx.ca,0.0,1,HIGH
reneweconomy.com.au,0.0,14,HIGH
northernnews.ca,0.0,1,HIGH
northernminer.com,0.0,1,HIGH
norfolkdailynews.com,0.0,1,HIGH
nowtoronto.com,0.0,1,HIGH
nowthisnews.com,0.0,1,HIGH
triplicate.com,0.0,1,HIGH
triplem.com.au,0.0,1,HIGH
trinidadexpress.com,0.0,1,HIGH
tricitynews.com,0.0,3,HIGH
tvshowsace.com,0.0,4,HIGH
ladyfreethinker.org,0.0,1,HIGH
labnews.co.uk,0.0,3,HIGH
labmanager.com,0.0,3,HIGH
kztv10.com,0.0,1,HIGH
laughingplace.com,0.0,3,HIGH
latrobevalleyexpress.com.au,0.0,1,HIGH
latintimes.com,0.0,2,HIGH
latinpost.com,0.0,3,HIGH
lastwordonrugby.com,0.0,4,HIGH
lastwordonprowrestling.com,0.0,1,HIGH
tvblackbox.com.au,0.0,2,HIGH
tv24.tv,0.0,1,HIGH
lbc.co.uk,0.0,1,HIGH
lawsociety.ie,0.0,1,HIGH
screencrush.com,0.0,1,HIGH
scoopempire.com,0.0,1,HIGH
sciexaminer.com,0.0,8,HIGH
sciencenewsforstudents.org,0.0,2,HIGH
segmentnext.com,0.0,1,HIGH
lansingstatejournal.com,0.0,1,HIGH
languagemagazine.com,0.0,1,HIGH
leedsunited.com,0.0,5,HIGH
ledinside.com,0.0,1,HIGH
lebronwire.usatoday.com,0.0,2,HIGH
lebanon-express.com,0.0,3,HIGH
leadertelegram.com,0.0,1,HIGH
recorder.com,0.0,1,HIGH
securitymagazine.com,0.0,3,HIGH
securityintelligence.com,0.0,1,HIGH
securitybrief.com.au,0.0,1,HIGH
securitybrief.co.nz,0.0,2,HIGH
securitybrief.asia,0.0,1,HIGH
secure.nba.com,0.0,4,HIGH
law360.com,0.0,1,HIGH
law.com,0.0,2,HIGH
letsrun.com,0.0,6,HIGH
lethbridgeherald.com,0.0,1,HIGH
lens.monash.edu,0.0,1,HIGH
leitrimobserver.ie,0.0,2,HIGH
leighjournal.co.uk,0.0,1,HIGH
tvcnews.tv,0.0,1,HIGH
liverpool.com,0.0,36,HIGH
nintendojo.com,0.0,1,HIGH
nintendoinquirer.com,0.0,2,HIGH
nintendo.com,0.0,1,HIGH
ninersnation.com,0.0,5,HIGH
northumberlandnews.com,0.0,3,HIGH
northqueenslandregister.com.au,0.0,1,HIGH
northglennews.co.za,0.0,1,HIGH
northfortynews.com,0.0,1,HIGH
northescambia.com,0.0,1,HIGH
redlakenationnews.com,0.0,1,HIGH
reddevilarmada.com,0.0,15,HIGH
redbrick.me,0.0,1,HIGH
recyclinginternational.com,0.0,1,HIGH
recycling-magazine.com,0.0,1,HIGH
theloop.ca,0.0,3,HIGH
thelocal.se,0.0,2,HIGH
thelocal.fr,0.0,2,HIGH
legalcheek.com,0.0,1,HIGH
limerickpost.ie,0.0,1,HIGH
lighthousehockey.com,0.0,6,HIGH
lifeinnorway.net,0.0,1,HIGH
lifeandstylemag.com,0.0,3,HIGH
licenseglobal.com,0.0,3,HIGH
libertyballers.com,0.0,2,HIGH
liber.post-gazette.com,0.0,1,HIGH
livescore.football365.com,0.0,1,HIGH
liverpooloffside.sbnation.com,0.0,4,HIGH
liverpoolfc.com,0.0,15,HIGH
liverpoolchampion.com.au,0.0,2,HIGH
liverpool.vitalfootball.co.uk,0.0,1,HIGH
lostcoastoutpost.com,0.0,15,HIGH
looppng.com,0.0,1,HIGH
loopjamaica.com,0.0,1,HIGH
lookoutlanding.com,0.0,8,HIGH
lonzowire.usatoday.com,0.0,7,HIGH
livedesignonline.com,0.0,1,HIGH
live.washingtonpost.com,0.0,2,HIGH
lions.com.au,0.0,2,HIGH
linuxgizmos.com,0.0,1,HIGH
londonnewsonline.co.uk,0.0,1,HIGH
logicaldaily.com,0.0,1,HIGH
lofficielusa.com,0.0,1,HIGH
theinnersane.com,0.0,1,HIGH
theinformation.com,0.0,1,HIGH
themaneland.com,0.0,1,HIGH
thelundreport.org,0.0,1,HIGH
luxurydaily.com,0.0,1,HIGH
lutontown.co.uk,0.0,1,HIGH
luther.edu,0.0,1,HIGH
ludlowadvertiser.co.uk,0.0,1,HIGH
lpga.com,0.0,6,HIGH
lowyinstitute.org,0.0,1,HIGH
lowvelder.co.za,0.0,1,HIGH
thelocal.de,0.0,1,HIGH
sbnation.com,0.0,16,HIGH
says.com,0.0,1,HIGH
saultstar.com,0.0,1,HIGH
localdvm.com,0.0,1,HIGH
local21news.com,0.0,1,HIGH
local12.com,0.0,1,HIGH
lmtribune.com,0.0,1,HIGH
livewiremarkets.com,0.0,2,HIGH
trueachievements.com,0.0,22,HIGH
trn.trains.com,0.0,1,HIGH
tristatehomepage.com,0.0,1,HIGH
lovinmalta.com,0.0,2,HIGH
lovindublin.com,0.0,3,HIGH
loudwire.com,0.0,7,HIGH
m.northernstar.com.au,0.0,2,HIGH
m.news-mail.com.au,0.0,1,HIGH
longhornswire.usatoday.com,0.0,2,HIGH
longevitylive.com,0.0,2,HIGH
lonestarball.com,0.0,5,HIGH
lonelyplanet.com,0.0,1,HIGH
londontheatredirect.com,0.0,1,HIGH
m.capitalwatch.com,0.0,1,HIGH
m-net.dstv.com,0.0,1,HIGH
m.digitaljournal.com,0.0,1,HIGH
sapeople.com,0.0,1,HIGH
santacruzsentinel.com,0.0,1,HIGH
sanbenito.com,0.0,1,HIGH
sambadenglish.com,0.0,4,HIGH
scienceboard.net,0.0,5,HIGH
science.org.au,0.0,1,HIGH
science.howstuffworks.com,0.0,1,HIGH
scidev.net,0.0,2,HIGH
travelmarketreport.com,0.0,1,HIGH
traveldailynews.com,0.0,1,HIGH
truthout.org,0.0,1,HIGH
trustedreviews.com,0.0,8,HIGH
trumbulltimes.com,0.0,1,HIGH
m.yenisafak.com,0.0,1,HIGH
m.warwickdailynews.com.au,0.0,1,HIGH
m.themorningbulletin.com.au,0.0,1,HIGH
m.theinvestor.co.kr,0.0,1,HIGH
m.thedailynewnation.com,0.0,1,HIGH
m.thecourierexpress.com,0.0,1,HIGH
m.thechronicle.com.au,0.0,1,HIGH
m.sunshinecoastdaily.com.au,0.0,1,HIGH
m.southburnetttimes.com.au,0.0,1,HIGH
m.scidev.net,0.0,1,HIGH
magic1019.radio.com,0.0,1,HIGH
madaboutepl.net,0.0,3,HIGH
m.koreabiomed.com,0.0,1,HIGH
m.hexus.net,0.0,2,HIGH
m.gattonstar.com.au,0.0,1,HIGH
m.dw.com,0.0,1,HIGH
macworld.co.uk,0.0,8,HIGH
macstories.net,0.0,1,HIGH
macombdaily.com,0.0,1,HIGH
macobserver.com,0.0,1,HIGH
macleayargus.com.au,0.0,2,HIGH
machineryobserver.com,0.0,1,HIGH
macaunews.mo,0.0,1,HIGH
managingmadrid.com,0.0,17,HIGH
managedhealthcareexecutive.com,0.0,1,HIGH
malverngazette.co.uk,0.0,1,HIGH
maltatoday.com.mt,0.0,3,HIGH
maldonandburnhamstandard.co.uk,0.0,1,HIGH
malaya.com.ph,0.0,1,HIGH
theintelligencer.com,0.0,3,HIGH
theinscribermag.com,0.0,1,HIGH
macarthuradvertiser.com.au,0.0,1,HIGH
makeuseof.com,0.0,6,HIGH
maizenbrew.com,0.0,2,HIGH
mainstreet-nashville.com,0.0,1,HIGH
mailtribune.com,0.0,1,HIGH
maribyrnonghobsonsbay.starweekly.com.au,0.0,1,HIGH
manningrivertimes.com.au,0.0,1,HIGH
manmonthly.com.au,0.0,1,HIGH
manitobacooperator.ca,0.0,1,HIGH
mangobaaz.com,0.0,3,HIGH
mandurahmail.com.au,0.0,5,HIGH
mandatory.com,0.0,24,HIGH
manchestercity.vitalfootball.co.uk,0.0,2,HIGH
martechcube.com,0.0,1,HIGH
marshallnewsmessenger.com,0.0,1,HIGH
sacricketmag.com,0.0,2,HIGH
sacramento.cbslocal.com,0.0,1,HIGH
russianmachineneverbreaks.com,0.0,9,HIGH
nhl.nbcsports.com,0.0,25,HIGH
nhl.com,0.0,63,HIGH
nfl.com,0.0,4,HIGH
nfcw.com,0.0,1,HIGH
nextgov.com,0.0,1,HIGH
nextavenue.org,0.0,1,HIGH
nokiamob.net,0.0,23,HIGH
noise11.com,0.0,3,HIGH
nny360.com,0.0,1,HIGH
njspotlight.com,0.0,1,HIGH
nintendoworldreport.com,0.0,1,HIGH
nintendowire.com,0.0,5,HIGH
tribune242.com,0.0,1,HIGH
tribunalinquiry.com,0.0,1,HIGH
tribdem.com,0.0,1,HIGH
tribalfootball.com,0.0,35,HIGH
trib.com,0.0,2,HIGH
travelweekly.com,0.0,1,HIGH
travelpulse.com,0.0,2,HIGH
mars.nasa.gov,0.0,4,HIGH
markets.businessinsider.com,0.0,10,HIGH
marketresearchposts.com,0.0,6,HIGH
marketresearchnewspaper.com,0.0,13,HIGH
touringcartimes.com,0.0,4,HIGH
tottenhamhotspur.com,0.0,3,HIGH
salisburyjournal.co.uk,0.0,1,HIGH
saints.com.au,0.0,4,HIGH
sactownroyalty.com,0.0,1,HIGH
maxim.com,0.0,1,HIGH
mavsmoneyball.com,0.0,1,HIGH
mauinow.com,0.0,3,HIGH
mauinews.com,0.0,1,HIGH
massivesci.com,0.0,1,HIGH
massivereport.com,0.0,1,HIGH
masnsports.com,0.0,2,HIGH
mediaite.com,0.0,1,HIGH
media.thinknum.com,0.0,1,HIGH
rushthekop.com,0.0,1,HIGH
rusaviainsider.com,0.0,1,HIGH
runcornandwidnesworld.co.uk,0.0,1,HIGH
saturdaydownsouth.com,0.0,7,HIGH
satenaw.com,0.0,2,HIGH
totalfootballanalysis.com,0.0,2,HIGH
total-slovenia-news.com,0.0,2,HIGH
me.pcmag.com,0.0,1,HIGH
mdjonline.com,0.0,1,HIGH
mddionline.com,0.0,1,HIGH
mcvuk.com,0.0,3,HIGH
mcucosmic.com,0.0,4,HIGH
mcnews.com.au,0.0,4,HIGH
mclaren.com,0.0,2,HIGH
meedios.com,0.0,1,HIGH
meed.com,0.0,2,HIGH
marketbeat.com,0.0,1,HIGH
marijuanamoment.net,0.0,1,HIGH
mcivortimes.com.au,0.0,7,HIGH
mcdowellnews.com,0.0,1,HIGH
mbu.ug,0.0,1,HIGH
mb.ntd.com,0.0,1,HIGH
medicalnewstoday.com,0.0,16,HIGH
medicalnewsbulletin.com,0.0,1,HIGH
medicaldaily.com,0.0,1,HIGH
mediaweek.com.au,0.0,3,HIGH
mediavillage.com,0.0,1,HIGH
mediatodaychronicle.com,0.0,1,HIGH
metoffice.gov.uk,0.0,1,HIGH
messenger-inquirer.com,0.0,2,HIGH
mesothelioma.net,0.0,1,HIGH
meridianstar.com,0.0,1,HIGH
mercatornet.com,0.0,1,HIGH
medafricatimes.com,0.0,1,HIGH
med.ubc.ca,0.0,1,HIGH
med.stanford.edu,0.0,1,HIGH
meconstructionnews.com,0.0,1,HIGH
nichegamer.com,0.0,2,HIGH
niagarathisweek.com,0.0,1,HIGH
mensgear.net,0.0,1,HIGH
menabytes.com,0.0,1,HIGH
memeburn.com,0.0,9,HIGH
melbournevictory.com.au,0.0,1,HIGH
microsoftcaregh.com,0.0,2,HIGH
microcapobserver.com,0.0,1,HIGH
michigansthumb.com,0.0,2,HIGH
michiganradio.org,0.0,1,HIGH
michigan.rivals.com,0.0,1,HIGH
micechat.com,0.0,1,HIGH
metsmerizedonline.com,0.0,2,HIGH
metrowestdailynews.com,0.0,1,HIGH
metro.us,0.0,1,HIGH
medicinehatnews.com,0.0,5,HIGH
tol.org,0.0,1,HIGH
todaysgolfer.co.uk,0.0,1,HIGH
travelbizmonitor.com,0.0,1,HIGH
trak.in,0.0,5,HIGH
theweekendleader.com,0.0,1,HIGH
thevinylfactory.com,0.0,3,HIGH
theuniteddevils.co.uk,0.0,1,HIGH
theundefeated.com,0.0,1,HIGH
thetyee.ca,0.0,1,HIGH
theturtleislandnews.com,0.0,1,HIGH
newstodayone.com,0.0,5,HIGH
newstimes.com,0.0,1,HIGH
ninernoise.com,0.0,1,HIGH
nine.com.au,0.0,1,HIGH
niemanlab.org,0.0,1,HIGH
nickiswift.com,0.0,4,HIGH
themobileindian.com,0.0,1,HIGH
themighty.com,0.0,1,HIGH
royalsreview.com,0.0,3,HIGH
royalcentral.co.uk,0.0,6,HIGH
royalbluemersey.sbnation.com,0.0,4,HIGH
rousingthekop.com,0.0,20,HIGH
milwaukeeindependent.com,0.0,1,HIGH
millenniumpost.in,0.0,3,HIGH
millenium.us.org,0.0,7,HIGH
military.com,0.0,1,HIGH
milfordmirror.com,0.0,1,HIGH
milforddailynews.com,0.0,1,HIGH
milehighreport.com,0.0,2,HIGH
milehighhockey.com,0.0,2,HIGH
midlandweekly.com,0.0,4,HIGH
toledoblade.com,0.0,2,HIGH
minnesota.cbslocal.com,0.0,6,HIGH
miningreview.com,0.0,2,HIGH
miningmx.com,0.0,1,HIGH
mining.com,0.0,8,HIGH
mindentimes.ca,0.0,1,HIGH
moberlymonitor.com,0.0,1,HIGH
mnnews.today,0.0,1,HIGH
mmtimes.com,0.0,1,HIGH
tradewindsnews.com,0.0,4,HIGH
touro.edu,0.0,1,HIGH
middleeastmonitor.com,0.0,11,HIGH
middleeastheadlines.com,0.0,1,HIGH
thelandryhat.com,0.0,1,HIGH
thenationalherald.com,0.0,1,HIGH
themusicnetwork.com,0.0,1,HIGH
mlb.nbcsports.com,0.0,2,HIGH
mlb.com,0.0,43,HIGH
mixmag.net,0.0,2,HIGH
mix1041.radio.com,0.0,1,HIGH
money.com,0.0,1,HIGH
mondoweiss.net,0.0,1,HIGH
monaco-tribune.com,0.0,1,HIGH
moderntokyotimes.com,0.0,2,HIGH
rotoballer.com,0.0,2,HIGH
mitchelladvocate.com,0.0,1,HIGH
missoulian.com,0.0,1,HIGH
missmalini.com,0.0,1,HIGH
missionnewswire.org,0.0,1,HIGH
missionlocal.org,0.0,1,HIGH
mis-asia.com,0.0,1,HIGH
minnpost.com,0.0,4,HIGH
morningstar.co.uk,0.0,2,HIGH
morningpicker.com,0.0,5,HIGH
rollbamaroll.com,0.0,1,HIGH
rockstarintel.com,0.0,2,HIGH
rockpapershotgun.com,0.0,55,HIGH
rocketswire.usatoday.com,0.0,11,HIGH
rocketstem.org,0.0,1,HIGH
rocketrundown.com,0.0,1,HIGH
rugbyworld.com,0.0,1,HIGH
mmorpg.com,0.0,5,HIGH
mmanews.com,0.0,2,HIGH
mmajunkie.usatoday.com,0.0,28,HIGH
mmafighting.com,0.0,43,HIGH
mlssoccer.com,0.0,24,HIGH
mlbtraderumors.com,0.0,20,HIGH
rpgfan.com,0.0,2,HIGH
thelivemirror.com,0.0,2,HIGH
thelist.com,0.0,1,HIGH
moreechampion.com.au,0.0,2,HIGH
moreaboutadvertising.com,0.0,1,HIGH
moosejawtoday.com,0.0,1,HIGH
montreal.citynews.ca,0.0,1,HIGH
montanasports.com,0.0,1,HIGH
moneymanagement.com.au,0.0,2,HIGH
mp1st.com,0.0,7,HIGH
moderndiplomacy.eu,0.0,10,HIGH
mobileworldlive.com,0.0,4,HIGH
mobilemarketer.com,0.0,1,HIGH
mobile.ghanaweb.com,0.0,5,HIGH
mobigyaan.com,0.0,5,HIGH
morningstar.com,0.0,5,HIGH
motorsportmagazine.com,0.0,14,HIGH
motoroids.com,0.0,1,HIGH
motoringresearch.com,0.0,2,HIGH
motorillustrated.com,0.0,1,HIGH
motopinas.com,0.0,1,HIGH
morungexpress.com,0.0,4,HIGH
mortgagenewsdaily.com,0.0,1,HIGH
multiplesclerosisnewstoday.com,0.0,1,HIGH
mugglenet.com,0.0,3,HIGH
mtv.com,0.0,8,HIGH
mtgazone.com,0.0,1,HIGH
rugbyonslaught.com,0.0,4,HIGH
rugby.com.au,0.0,18,HIGH
rrstar.com,0.0,1,HIGH
rpgsite.net,0.0,3,HIGH
theweeklysource.com.au,0.0,1,HIGH
mtfc.co.uk,0.0,1,HIGH
msutoday.msu.edu,0.0,1,HIGH
mspoweruser.com,0.0,59,HIGH
mskcc.org,0.0,1,HIGH
tirereview.com,0.0,1,HIGH
tiranatimes.com,0.0,1,HIGH
timminstoday.com,0.0,2,HIGH
topspeed.com,0.0,4,HIGH
tonedeaf.thebrag.com,0.0,4,HIGH
tomshardware.com,0.0,13,HIGH
tomahawknation.com,0.0,8,HIGH
mrwriteup.com,0.0,1,HIGH
mrfixitstips.co.uk,0.0,6,HIGH
motorsportweek.com,0.0,2,HIGH
